id,NAME,Address,District,Test Type,FullAddres,Lab Type,Latitude,Longitude
299,Thangam Hospital of PMRC,Thangam Hospital of PMRC Chandanamkurissi  West Yakkara  Palakkad,Palakkad,ANTIGEN,Thangam Hospital of PMRC Chandanamkurissi  West Yakkara  Palakkad  Palakkad,Private Lab,10.7549070,76.638456
300,Avitis Hospital-Palakkad Town,Avitis Hospital-Palakkad Town  41/1027-1028  Brindavan Street  Near Town Hall  Palakkad,Palakkad,ANTIGEN,Avitis Hospital-Palakkad Town  41/1027-1028  Brindavan Street  Near Town Hall  Palakkad  Palakkad,Private Lab,10.7748620,76.654783
301,LAKSHMI HOSPITAL,LAKSHMI HOSPITAL  CHITTUR ROAD PALAKKAD,Palakkad,ANTIGEN,LAKSHMI HOSPITAL  CHITTUR ROAD PALAKKAD  Palakkad,Private Lab,10.7635398,76.662295
302,Athani Hospital Lab,Athani Hospital Lab  Nattukkal p o  Palakkad,Palakkad,ANTIGEN,Athani Hospital Lab  Nattukkal p o  Palakkad  Palakkad,Private Lab,10.6338180,76.658173
303,Nila Hospital,Nila Hospital  Pattambi  Palakkad,Palakkad,ANTIGEN,Nila Hospital  Pattambi  Palakkad  Palakkad,Private Lab,10.8010553,76.174702
304,SUTHARYA HEALTHCARE DIAGNOSTICS and Sudharma Specialty Laboratory,SUTHARYA HEALTHCARE DIAGNOSTICS and Sudharma Specialty Laboratory  Ottapalam,Palakkad,ANTIGEN,SUTHARYA HEALTHCARE DIAGNOSTICS and Sudharma Specialty Laboratory  Ottapalam,Private Lab,10.7768222,76.376103
305,Pushpagiri Medical College Laboratory,Pushpagiri Medical College Laboratory  Thiruvalla,Palakkad,ANTIGEN,Pushpagiri Medical College Laboratory  Thiruvalla,Private Lab,9.3825306,76.580353
306,Crescent Hospital,Crescent Hospital  Court Road  Alathur PO.  Palakkad,Palakkad,ANTIGEN,Crescent Hospital  Court Road  Alathur PO.  Palakkad  Palakkad,Private Lab,10.7748620,76.654783
307,Believers Church Medical Colege,Believers Church Medical Colege  Thiruvalla,Pathanamthitta,ANTIGEN,Believers Church Medical Colege  Thiruvalla  Pathanamthitta,Private Lab,9.4165750,76.575368
308,St Gregorius Medical Mission Hospital,St Gregorius Medical Mission Hospital  Thiruvalla,Pathanamthitta,ANTIGEN,St Gregorius Medical Mission Hospital  Thiruvalla  Pathanamthitta,Private Lab,9.3939100,76.578686
309,Christian Mission Hospital,Christian Mission Hospital  Pandalam  Pathanamthitta,Pathanamthitta,ANTIGEN,Christian Mission Hospital  Pandalam  Pathanamthitta  Pathanamthitta,Private Lab,9.2183790,76.679400
310,Muthoot Health Care Pvt Ltd,Muthoot Health Care Pvt Ltd Kozhencherry,Pathanamthitta,ANTIGEN,Muthoot Health Care Pvt Ltd Kozhencherry  Pathanamthitta,Private Lab,9.2665520,76.790786
311,Holy cross Hospital,Holy cross Hospital  Adoor  Pathanamthitta,Pathanamthitta,ANTIGEN,Holy cross Hospital  Adoor  Pathanamthitta  Pathanamthitta,Private Lab,9.1616259,76.724471
312,Lifeline Super Speciality Hospital,Lifeline Super Speciality Hospital  Adoor Pathanamthitta,Pathanamthitta,ANTIGEN,Lifeline Super Speciality Hospital  Adoor Pathanamthitta  Pathanamthitta,Private Lab,9.1634410,76.706332
313,DDRC Srl Pathanamthitta,DDRC Srl Pathanamthitta,Pathanamthitta,ANTIGEN,DDRC Srl Pathanamthitta  Pathanamthitta,Private Lab,9.1547600,76.730803
314,St. Thomas Hospital,St. Thomas Hospital  Malakkara P.O Edayaranmula  Pathanamthitta,Pathanamthitta,ANTIGEN,St. Thomas Hospital  Malakkara P.O Edayaranmula  Pathanamthitta  Pathanamthitta,Private Lab,9.3277020,76.674599
315,Medical Trust Hospital and Diabetes care centre,Medical Trust Hospital and Diabetes care centre  Kulanada,Pathanamthitta,ANTIGEN,Medical Trust Hospital and Diabetes care centre  Kulanada  Pathanamthitta,Private Lab,9.3281020,76.645176
316,MGM Muthoot Medical Centre,MGM Muthoot Medical Centre Ring Road  Pathanamthitta,Pathanamthitta,ANTIGEN,MGM Muthoot Medical Centre Ring Road  Pathanamthitta  Pathanamthitta,Private Lab,9.2726860,76.780336
317,Poyanil Hospital,Poyanil Hospital  Kozhencherry  Pathanamthitta,Pathanamthitta,ANTIGEN,Poyanil Hospital  Kozhencherry  Pathanamthitta  Pathanamthitta,Private Lab,9.3368136,76.707935
318,NSS Medical Mission Hospital,NSS Medical Mission Hospital  Pandalam  Pathanamthitta,Pathanamthitta,ANTIGEN,NSS Medical Mission Hospital  Pandalam  Pathanamthitta  Pathanamthitta,Private Lab,9.2251851,76.678327
319,Mount Zion medical college and,Mount Zion medical college and,Pathanamthitta,ANTIGEN,Mount Zion medical college and  Pathanamthitta,Private Lab,9.3276500,76.760051
320,Tiruvalla Medical Mission,Tiruvalla Medical Mission  Pathanamthitta,Pathanamthitta,ANTIGEN,Tiruvalla Medical Mission  Pathanamthitta  Pathanamthitta,Private Lab,9.4241710,76.798490
321,St Vincent Hospital,St Vincent Hospital  Thuvayoor  Kadampanad  Pathanamthitta,Pathanamthitta,ANTIGEN,St Vincent Hospital  Thuvayoor  Kadampanad  Pathanamthitta  Pathanamthitta,Private Lab,9.1040440,76.696055
322,GG Hospital,GG Hospital  Murinjapalam  Medical College PO,Pathanamthitta,ANTIGEN,GG Hospital  Murinjapalam  Medical College PO,Private Lab,8.5157889,76.933292
323,PRS Hospital,PRS Hospital  Trivandrum,Thiruvananthapuram,ANTIGEN,PRS Hospital  Trivandrum  Thiruvananthapuram,Private Lab,8.4811163,76.959229
324,Saraswathy Hospital,Saraswathy Hospital  Parassala  TVM,Thiruvananthapuram,ANTIGEN,Saraswathy Hospital  Parassala  TVM  Thiruvananthapuram,Private Lab,8.3486710,77.148511
325,Attukal Devi Institute of Medical Sciences Ltd,Attukal Devi Institute of Medical Sciences Ltd  Trivandrum,Thiruvananthapuram,ANTIGEN,Attukal Devi Institute of Medical Sciences Ltd  Trivandrum  Thiruvananthapuram,Private Lab,8.6915810,76.819351
326,SUT Hospital,SUT Hospital  Pattom,Thiruvananthapuram,ANTIGEN,SUT Hospital  Pattom  Thiruvananthapuram,Private Lab,8.5171396,76.941135
327,DDRC,DDRC  Trivandrum,Thiruvananthapuram,ANTIGEN,DDRC  Trivandrum  Thiruvananthapuram,Private Lab,8.4900967,77.036164
328,KIMS Trivandrum,KIMS Trivandrum,Thiruvananthapuram,ANTIGEN,KIMS Trivandrum  Thiruvananthapuram,Private Lab,8.5136570,76.909322
329,S P Mutispeciality Hospitals PVT LTD,S P Mutispeciality Hospitals PVT LTD  Parassala,Thiruvananthapuram,ANTIGEN,S P Mutispeciality Hospitals PVT LTD  Parassala,Private Lab,8.3438972,77.151989
330,Amar Maternity & Fertility Centre Attingal,Amar Maternity & Fertility Centre Attingal  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,Amar Maternity & Fertility Centre Attingal  Thiruvananthapuram  Thiruvananthapuram,Private Lab,8.7000589,76.814545
331,Sree Gokulam Medical College,Sree Gokulam Medical College  Trivandrum,Thiruvananthapuram,ANTIGEN,Sree Gokulam Medical College  Trivandrum  Thiruvananthapuram,Private Lab,8.6916940,76.914074
332,Dr. SMCSI Medical College and Hospital,Dr. SMCSI Medical College and Hospital  Karakonam,Thiruvananthapuram,ANTIGEN,Dr. SMCSI Medical College and Hospital  Karakonam   Thiruvananthapuram,Private Lab,8.3892730,77.173345
333,Jubilee Hospital,Jubilee Hospital  Palayam Trivandrum,Thiruvananthapuram,ANTIGEN,Jubilee Hospital  Palayam Trivandrum  Thiruvananthapuram,Private Lab,8.5019965,76.952308
334,AL- ARIF HOSPITAL,AL- ARIF HOSPITAL  Ambalathara  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,AL- ARIF HOSPITAL  Ambalathara  Thiruvananthapuram  Thiruvananthapuram,Private Lab,8.7157680,76.899729
335,Santhwana Hospital PVT LTD,Santhwana Hospital PVT LTD Peroorkada.P.O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,Santhwana Hospital PVT LTD Peroorkada.P.O  Thiruvananthapuram  Thiruvananthapuram,Private Lab,8.5321850,76.959502
336,NIMS Medicity,NIMS Medicity  Neyyattinkara  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,NIMS Medicity  Neyyattinkara  Thiruvananthapuram,Private Lab,8.4122194,77.065919
337,Cosmopolitan Hospitals Pvt Ltd,Cosmopolitan Hospitals Pvt Ltd  Trivandrum,Thiruvananthapuram,ANTIGEN,Cosmopolitan Hospitals Pvt Ltd  Trivandrum,Private Lab,8.5156194,76.935578
338,Pran Fertility And Well Woman Centre( P Ltd,Pran Fertility And Well Woman Centre( P Ltd  Kumarapuram  Medical college P.O  Trivandrum,Thiruvananthapuram,ANTIGEN,Pran Fertility And Well Woman Centre( P Ltd  Kumarapuram  Medical college P.O  Trivandrum  Thiruvananthapuram,Private Lab,8.5057660,76.947490
339,KTCT Hospital,KTCT Hospital Chathampara Thottakadu PO Kallambalam  Tvm,Thiruvananthapuram,ANTIGEN,KTCT Hospital Chathampara Thottakadu PO Kallambalam  Tvm  Thiruvananthapuram,Private Lab,8.5057660,76.947490
340,Devi scans pvt Ltd,Devi scans pvt Ltd  Kumarapuram Trivandrum,Thiruvananthapuram,ANTIGEN,Devi scans pvt Ltd  Kumarapuram Trivandrum  Thiruvananthapuram,Private Lab,8.5896990,77.045034
341,Meditrina Hospital,Meditrina Hospital  Pattom  Trivandrum,Thiruvananthapuram,ANTIGEN,Meditrina Hospital  Pattom  Trivandrum  Thiruvananthapuram,Private Lab,8.5155146,76.944224
342,SP Fort Hospital,SP Fort Hospital  Trivandrum,Thiruvananthapuram,ANTIGEN,SP Fort Hospital  Trivandrum  Thiruvananthapuram,Private Lab,8.4846824,76.941578
343,Metro Scans and Laboratory,Metro Scans and Laboratory  Medical College PO  Trivandrum,Thiruvananthapuram,ANTIGEN,Metro Scans and Laboratory  Medical College PO  Trivandrum,Private Lab,8.5253250,76.928464
344,Ananthapuri Hospitals & Research Institute,Ananthapuri Hospitals & Research Institute  Trivandrum,Thiruvananthapuram,ANTIGEN,Ananthapuri Hospitals & Research Institute  Trivandrum  Thiruvananthapuram,Private Lab,8.5504074,76.960772
345,Hind labs Diagnostic Centre and Polyclinic,Hind labs Diagnostic Centre and Polyclinic  TRIDA Complex  Medical College PO  Trivandrum,Thiruvananthapuram,ANTIGEN,Hind labs Diagnostic Centre and Polyclinic  TRIDA Complex  Medical College PO  Trivandrum,Private Lab,8.5227417,76.929672
346,Kalyan Hospital,Kalyan Hospital  Aryasala  Manacaud P O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,Kalyan Hospital  Aryasala  Manacaud P O  Thiruvananthapuram  Thiruvananthapuram,Private Lab,8.4321560,77.030276
347,KJK HOSPITAL AND RESEARCH CENTRE,KJK HOSPITAL AND RESEARCH CENTRE  SHAWALLACE LANE  NALANCHIRA   TRIVANDRUM,Thiruvananthapuram,ANTIGEN,KJK HOSPITAL AND RESEARCH CENTRE  SHAWALLACE LANE  NALANCHIRA   TRIVANDRUM  Thiruvananthapuram,Private Lab,8.5896990,77.045034
348,Nirmala Hospital,Nirmala Hospital  Karikakom PO,Thiruvananthapuram,ANTIGEN,Nirmala Hospital  Karikakom PO    Thiruvananthapuram,Private Lab,8.4975170,76.897664
349,Sree Ramakrishna Ashrama Charitable Hospital,Sree Ramakrishna Ashrama Charitable Hospital  Sasthamangalam,Thiruvananthapuram,ANTIGEN,Sree Ramakrishna Ashrama Charitable Hospital  Sasthamangalam  Thiruvananthapuram,Private Lab,8.5129470,76.974445
350,Sivagiri Sree Narayana Medical Mission Hospital,Sivagiri Sree Narayana Medical Mission Hospital  Varkala Puthenchantha,Thiruvananthapuram,ANTIGEN,Sivagiri Sree Narayana Medical Mission Hospital  Varkala Puthenchantha  Thiruvananthapuram,Private Lab,8.7296050,76.733477
351,SUT Royale Hospital,SUT Royale Hospital  Ulloor  Trivandrum,Thiruvananthapuram,ANTIGEN,SUT Royale Hospital  Ulloor  Trivandrum  Thiruvananthapuram,Private Lab,8.5383550,76.929356
352,Neyyar Medicity,Neyyar Medicity  Kattakada,Thiruvananthapuram,ANTIGEN,Neyyar Medicity  Kattakada  Thiruvananthapuram,Private Lab,8.5015783,77.069843
353,RK Hospital,RK Hospital  Manacaud  Trivandrum,Thiruvananthapuram,ANTIGEN,RK Hospital  Manacaud  Trivandrum  Thiruvananthapuram,Private Lab,8.4742220,76.947459
354,SK Hospital,SK Hospital  Edappazhinji  Pangode  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,SK Hospital  Edappazhinji  Pangode  Thiruvananthapuram  Thiruvananthapuram,Private Lab,8.5055290,76.971088
355,Leela Ravi Hospital,Leela Ravi Hospital  Venjaramoodu Po  Tvm,Thiruvananthapuram,ANTIGEN,Leela Ravi Hospital  Venjaramoodu Po  Tvm  Thiruvananthapuram,Private Lab,8.6759310,76.910568
356,Doctors Advanced Diagnostics,Doctors Advanced Diagnostics  Kumarapuram Trivandrum,Thiruvananthapuram,ANTIGEN,Doctors Advanced Diagnostics  Kumarapuram Trivandrum  Thiruvananthapuram,Private Lab,8.5896990,77.045034
357,Sushrutha Medical Centre,Sushrutha Medical Centre  Pothencode  Trivandrum,Thiruvananthapuram,ANTIGEN,Sushrutha Medical Centre  Pothencode  Trivandrum  Thiruvananthapuram,Private Lab,8.5421860,76.966562
358,MDC SCANS AND LABORATORY,MDC SCANS AND LABORATORY  PAMPPORETH TOWER  PAZHAYA ROAD MEDICAL COLLEGE P O  THIRUVANANTHAPURAM,Thiruvananthapuram,ANTIGEN,MDC SCANS AND LABORATORY  PAMPPORETH TOWER  PAZHAYA ROAD MEDICAL COLLEGE P O  THIRUVANANTHAPURAM  Thiruvananthapuram,Private Lab,8.5090970,76.929562
359,Daya General Hospital Limited,Daya General Hospital Limited Shornur Road  Near Viyyur Bridge  Thrissur-22,Thiruvananthapuram,ANTIGEN,Daya General Hospital Limited Shornur Road  Near Viyyur Bridge  Thrissur-22,Private Lab,10.5461028,76.214622
360,Procare Hospital,Procare Hospital Karette  Vamanapuram P O  Trivandrum,Thiruvananthapuram,ANTIGEN,Procare Hospital Karette  Vamanapuram P O  Trivandrum  Thiruvananthapuram,Private Lab,8.5185700,76.942625
361,National Scans and Diagnostic Services,National Scans and Diagnostic Services  Raffa Building  Pothencode P O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,National Scans and Diagnostic Services  Raffa Building  Pothencode P O  Thiruvananthapuram  Thiruvananthapuram,Private Lab,8.5185700,76.942625
362,Amala Institute Of Medical Science,Amala Institute Of Medical Science  Thrissur,Thrissur,ANTIGEN,Amala Institute Of Medical Science  Thrissur,Private Lab,10.5617833,76.167519
363,TM Hospital (A Unit Of Hrudaya Healthcare pvt Ltd,TM Hospital (A Unit Of Hrudaya Healthcare pvt Ltd  Chettuva  Kundaliyoor (po  Thrissur,Thrissur,ANTIGEN,TM Hospital (A Unit Of Hrudaya Healthcare pvt Ltd  Chettuva  Kundaliyoor (po  Thrissur,Private Lab,10.5251194,76.050350
364,Jubilee Mission Medical College & RI,Jubilee Mission Medical College & RI  Thrissur,Thrissur,ANTIGEN,Jubilee Mission Medical College & RI  Thrissur  Thrissur,Private Lab,10.5203280,76.227551
365,St James Hospital,St James Hospital  Thrissur,Thrissur,ANTIGEN,St James Hospital  Thrissur  Thrissur,Private Lab,10.3151212,76.335590
366,Avitis Super Specialty Hospitals Pvt Ltd,Avitis Super Specialty Hospitals Pvt Ltd  Thrissur - Pollachi Main Road  Nemmara,Palakkad,ANTIGEN,Avitis Super Specialty Hospitals Pvt Ltd  Thrissur - Pollachi Main Road  Nemmara  Palakkad,Private Lab,10.5935600,76.596400
367,Gem Hospital Paravattani Thrissur,Gem Hospital Paravattani Thrissur,Thrissur,ANTIGEN,Gem Hospital Paravattani Thrissur  Thrissur,Private Lab,10.5284340,76.219185
368,Medicare Hospital,Medicare Hospital  CO Medall healthcare Pvt LTD  Kodungallur,Thrissur,ANTIGEN,Medicare Hospital  CO Medall healthcare Pvt LTD  Kodungallur,Private Lab,9.6026056,76.532322
369,Santhi Ortho Hospital,Santhi Ortho Hospital  Kodakara  Thrissur,Thrissur,ANTIGEN,Santhi Ortho Hospital  Kodakara  Thrissur  Thrissur,Private Lab,10.2612340,76.182054
370,MOTHER HOSPITAL PVT LIMITED,MOTHER HOSPITAL PVT LIMITED  PULLAZHI POST  OLARI THRISSUR,Thrissur,ANTIGEN,MOTHER HOSPITAL PVT LIMITED  PULLAZHI POST  OLARI THRISSUR  Thrissur,Private Lab,10.5192320,76.185355
371,Sacred Heart Mission Hospital,Sacred Heart Mission Hospital  Pullur P O  Irinjalakuda  Thrissur,Thrissur,ANTIGEN,Sacred Heart Mission Hospital  Pullur P O  Irinjalakuda  Thrissur  Thrissur,Private Lab,10.5223860,76.247542
372,Vivid diagnostic Centre,Vivid diagnostic Centre  Ground Floor  AVIS Building  Kodungalloor,Thrissur,ANTIGEN,Vivid diagnostic Centre  Ground Floor  AVIS Building  Kodungalloor  Thrissur,Private Lab,10.5170130,76.211472
373,SUN MEDICAL AND RESEARCH CENTRE,SUN MEDICAL AND RESEARCH CENTRE S.T. NAGAR  KANNAMKULANGARA  THRISSUR,Thrissur,ANTIGEN,SUN MEDICAL AND RESEARCH CENTRE S.T. NAGAR  KANNAMKULANGARA  THRISSUR  Thrissur,Private Lab,10.4493880,76.269133
374,Jeeva Specialty Laboratory,Jeeva Specialty Laboratory  Thrissur,Thrissur,ANTIGEN,Jeeva Specialty Laboratory  Thrissur  Thrissur,Private Lab,10.6153040,76.193996
375,Aswini Hospital,Aswini Hospital  Karunakaran Nambiar Road  Thrissur,Thrissur,ANTIGEN,Aswini Hospital  Karunakaran Nambiar Road  Thrissur  Thrissur,Private Lab,10.4493880,76.269133
376,Hayath Hospital,Hayath Hospital  Main Road  Chavakkad  Thrissur,Thrissur,ANTIGEN,Hayath Hospital  Main Road  Chavakkad  Thrissur  Thrissur,Private Lab,10.5434620,76.230914
377,Metro Healthcare,Metro Healthcare  Town Hall  Irinjalakkuda  Thrissur,Thrissur,ANTIGEN,Metro Healthcare  Town Hall  Irinjalakkuda  Thrissur  Thrissur,Private Lab,10.3437350,76.208150
378,Gurudharmam Mission Hospital Ltd,Gurudharmam Mission Hospital Ltd KK Road Mala  Thrissur,Thrissur,ANTIGEN,Gurudharmam Mission Hospital Ltd KK Road Mala  Thrissur  Thrissur,Private Lab,10.4493880,76.269133
379,Elite Mission Hospital,Elite Mission Hospital  Koorkenchery  Thrissur,Thrissur,ANTIGEN,Elite Mission Hospital  Koorkenchery  Thrissur  Thrissur,Private Lab,10.5023580,76.211292
380,Bishop Alapatt Mission Hospital,Bishop Alapatt Mission Hospital  Karanchira  Kattoor P O Thrissur,Thrissur,ANTIGEN,Bishop Alapatt Mission Hospital  Karanchira  Kattoor P O Thrissur  Thrissur,Private Lab,10.5223860,76.247542
381,HYGEA MED LABORATORIES,HYGEA MED LABORATORIES Near Vivekodhayam School  Thiruvambady Thrissur,Thrissur,ANTIGEN,HYGEA MED LABORATORIES Near Vivekodhayam School  Thiruvambady Thrissur  Thrissur,Private Lab,10.4493880,76.269133
382,St Antonys Mission Hospital,St Antonys Mission Hospital  Pazhuvil  Thrissur,Thrissur,ANTIGEN,St Antonys Mission Hospital  Pazhuvil  Thrissur  Thrissur,Private Lab,10.4169818,76.154331
383,Unity Hospital,Unity Hospital  Kanippayyur  Kunnamkulam  Thrissur,Thrissur,ANTIGEN,Unity Hospital  Kanippayyur  Kunnamkulam  Thrissur  Thrissur,Private Lab,10.6360320,76.081896
384,NEST De-Addiction Hospital,NEST De-Addiction Hospital  Kuttumukku  Thrissur,Thrissur,ANTIGEN,NEST De-Addiction Hospital  Kuttumukku  Thrissur  Thrissur,Private Lab,10.5542010,76.234997
385,Westfort Hospital,Westfort Hospital  West Fort  Thrissur,Thrissur,ANTIGEN,Westfort Hospital  West Fort  Thrissur  Thrissur,Private Lab,10.5376360,76.196403
386,DHANYA MISSION HOSPITAL,DHANYA MISSION HOSPITAL  CHALAKUDY  THRISSUR,Thrissur,ANTIGEN,DHANYA MISSION HOSPITAL  CHALAKUDY  THRISSUR  Thrissur,Private Lab,10.3310240,76.324575
387,Central laboratories,Central laboratories  Bund Road Kanjany  Thrissur,Thrissur,ANTIGEN,Central laboratories  Bund Road Kanjany  Thrissur  Thrissur,Private Lab,10.4493880,76.269133
388,IRINJALAKUDA COOPERATIVE HOSPITAL LTD,IRINJALAKUDA COOPERATIVE HOSPITAL LTD  Kolothumpadi  Nadavaramba P O  Thrissur,Thrissur,ANTIGEN,IRINJALAKUDA COOPERATIVE HOSPITAL LTD  Kolothumpadi  Nadavaramba P O  Thrissur  Thrissur,Private Lab,10.5223860,76.247542
389,M.O.S.C.M.M Hospital Aduppootty Hills,M.O.S.C.M.M Hospital Aduppootty Hills  Kunnamkulam  Thrissur,Thrissur,ANTIGEN,M.O.S.C.M.M Hospital Aduppootty Hills  Kunnamkulam  Thrissur,Private Lab,10.6483583,76.078675
390,Royal Hospital,Royal Hospital  DR TM Healthcare Pvt Ltd  Royal Hospital Complex  Kunnamkulam  Thrissur,Thrissur,ANTIGEN,Royal Hospital  DR TM Healthcare Pvt Ltd  Royal Hospital Complex  Kunnamkulam  Thrissur,Private Lab,10.5251194,76.050350
391,Jeevodaya Mission Hospital,Jeevodaya Mission Hospital  Chelakkara  Thrissur,Thrissur,ANTIGEN,Jeevodaya Mission Hospital  Chelakkara  Thrissur  Thrissur,Private Lab,10.6959215,76.330926
392,Rajah Charitable  Medical Trust,Rajah Charitable  Medical Trust  Muthuvattoor  Chavakkad  Thrissur,Thrissur,ANTIGEN,Rajah Charitable  Medical Trust  Muthuvattoor  Chavakkad  Thrissur,Private Lab,10.5937806,76.029047
393,Divine Medical Centre Ltd,Divine Medical Centre Ltd  Wadakkanchery  Thrissur,Thrissur,ANTIGEN,Divine Medical Centre Ltd  Wadakkanchery  Thrissur  Thrissur,Private Lab,10.4493880,76.269133
394,G E M HOSPITAL,G E M HOSPITAL   BENNET ROAD   THRISSUR,Thrissur,ANTIGEN,G E M HOSPITAL   BENNET ROAD   THRISSUR  Thrissur,Private Lab,10.4493880,76.269133
395,Saroja Multispecialty Hospital,Saroja Multispecialty Hospital  A unit of Saroja Nursing Home  Shornur Road,Thrissur,ANTIGEN,Saroja Multispecialty Hospital  A unit of Saroja Nursing Home  Shornur Road  Thrissur,Private Lab,10.5322010,76.215148
396,Ansar Hospital,Ansar Hospital  Karikkad P O  Thrissur,Thrissur,ANTIGEN,Ansar Hospital  Karikkad P O  Thrissur  Thrissur,Private Lab,10.5223860,76.247542
397,Neem Care Hospital,Neem Care Hospital  Mala  Thrissur,Thrissur,ANTIGEN,Neem Care Hospital  Mala  Thrissur  Thrissur,Private Lab,10.2415013,76.262590
398,IQRAA,IQRAA  SULTAN BATHERY,Thrissur,ANTIGEN,IQRAA  SULTAN BATHERY,Private Lab,11.6657083,76.262431
399,St Joseph Hospital,St Joseph Hospital  Choondal  Thrissur,Thrissur,ANTIGEN,St Joseph Hospital  Choondal  Thrissur  Thrissur,Private Lab,10.4345450,76.355091
400,Chandramathy Amma Memorial Hospital,Chandramathy Amma Memorial Hospital  Olarikkara  Thrissur,Thrissur,ANTIGEN,Chandramathy Amma Memorial Hospital  Olarikkara  Thrissur  Thrissur,Private Lab,10.5164730,76.178372
401,ROHINI HOSPITAL,ROHINI HOSPITAL   CHERPU.P.O  THRISSUR,Thrissur,ANTIGEN,ROHINI HOSPITAL   CHERPU.P.O  THRISSUR   Thrissur,Private Lab,10.4422250,76.210197
402,Santhi Nursing Home,Santhi Nursing Home  Punnayurkulam  Thrissur,Thrissur,ANTIGEN,Santhi Nursing Home  Punnayurkulam  Thrissur  Thrissur,Private Lab,10.4493880,76.269133
403,M.I.Mission Hospital,M.I.Mission Hospital  Engandiyur,Thrissur,ANTIGEN,M.I.Mission Hospital  Engandiyur   Thrissur,Private Lab,10.3450430,76.234776
404,CRAFT HOSPITAL AND RESEARCH CENTRE,CRAFT HOSPITAL AND RESEARCH CENTRE  KODUNGALLUR  THRISSUR,Thrissur,ANTIGEN,CRAFT HOSPITAL AND RESEARCH CENTRE  KODUNGALLUR  THRISSUR  Thrissur,Private Lab,10.3674700,76.114617
405,SUDHARMA SPECIALTY LABORATORY,SUDHARMA SPECIALTY LABORATORY  Pazhayannur  Akbar mall Thrissur road Thrissur,Thrissur,ANTIGEN,SUDHARMA SPECIALTY LABORATORY  Pazhayannur  Akbar mall Thrissur road Thrissur  Thrissur,Private Lab,10.4493880,76.269133
406,Vinayaka Hospital,Vinayaka Hospital  Sulthan Bathery,Wayanad,ANTIGEN,Vinayaka Hospital  Sulthan Bathery  Wayanad,Private Lab,11.6636100,76.253721
407,DDRC SRL Diagnostics Pvt Ltd,DDRC SRL Diagnostics Pvt Ltd  Kalpetta  Wayanad.,Wayanad,ANTIGEN,DDRC SRL Diagnostics Pvt Ltd  Kalpetta  Wayanad.,Private Lab,11.6048111,76.085003
408,Assumption Hospital,Assumption Hospital  Sulthan Bathery Wayanad.,Wayanad,ANTIGEN,Assumption Hospital  Sulthan Bathery Wayanad.  Wayanad,Private Lab,11.6624904,76.253236
409,ST. Joseph's Mission Hospital,ST. Joseph's Mission Hospital  Mananthavady  Wayanad,Wayanad,ANTIGEN,ST. Joseph's Mission Hospital  Mananthavady  Wayanad  Wayanad,Private Lab,11.8016378,76.006595
410,KDC LAB,KDC LAB  Fairland Colony Road  Sulthan Bathery,Wayanad,ANTIGEN,KDC LAB  Fairland Colony Road  Sulthan Bathery  Wayanad,Private Lab,11.6862500,76.092954
411,Victory Hospital Road,Victory Hospital Road  near Matha Theatre  Sultan Bathery,Wayanad,ANTIGEN,Victory Hospital Road  near Matha Theatre  Sultan Bathery  Wayanad,Private Lab,11.6862500,76.092954
412,DDRC SRL Diagnostics Pvt Ltd,DDRC SRL Diagnostics Pvt Ltd    N.S.S.Karayogam Buildings  Opposite Relief Medicals  Koorkenchery,Wayanad,ANTIGEN,DDRC SRL Diagnostics Pvt Ltd    N.S.S.Karayogam Buildings  Opposite Relief Medicals  Koorkenchery,Private Lab,11.3660306,75.962594
413,DM WIMS Medical College,DM WIMS Medical College  Meppadi Wayanad,Wayanad,ANTIGEN,DM WIMS Medical College  Meppadi Wayanad  Wayanad,Private Lab,11.5530632,76.132199
414,Leo Hospital,Leo Hospital  Near New Bus stand  Kalpetta Post  Wayanad  Kerala,Wayanad,ANTIGEN,Leo Hospital  Near New Bus stand  Kalpetta Post  Wayanad  Kerala  Wayanad,Private Lab,11.6045190,76.085307
415,GOOD SHEPHERD HOSPITAL,GOOD SHEPHERD HOSPITAL  Vythiri (P.O  WAYANAD,Wayanad,ANTIGEN,GOOD SHEPHERD HOSPITAL  Vythiri (P.O  WAYANAD  Wayanad,Private Lab,11.5604534,76.044141
416,St Vincent Hospital,St Vincent Hospital  Mananthavady  Vemom Po Wayanad,Wayanad,ANTIGEN,St Vincent Hospital  Mananthavady  Vemom Po Wayanad  Wayanad,Private Lab,11.8146150,76.016734
417,Fatima Mata Mission Hospital,Fatima Mata Mission Hospital  Pinangode Road  Kalpetta  Wayanad,Wayanad,ANTIGEN,Fatima Mata Mission Hospital  Pinangode Road  Kalpetta  Wayanad  Wayanad,Private Lab,11.6143920,76.078948
418,Arogya Polyclinic,Arogya Polyclinic  Meenangadi  Wayanad,Wayanad,ANTIGEN,Arogya Polyclinic  Meenangadi  Wayanad  Wayanad,Private Lab,11.6623892,76.161569
